"Path","From","To","Action"
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcBalloon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcBalloon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcBalloonList.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcBalloonList.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcEffect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcEffect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcEffectList.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminEfcEffectList.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemList.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemList.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemNew.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemNew.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeList.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeList.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNew.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNew.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewARMS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewARMS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewARMSBow.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewARMSBow.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewHP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewHP.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewLIGHT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemTypeNewLIGHT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemWeaponList.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemWeaponList.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemWeaponNew.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminItemWeaponNew.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEvent.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEvent.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventGRPIDTMP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventGRPIDTMP.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventINITSTATUS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventINITSTATUS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventLIGHT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventLIGHT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventMAPMOVE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventMAPMOVE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventMOVE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventMOVE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventNONE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapEventNONE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapInfo.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapInfo.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObject.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObject.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObjectData.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObjectData.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObjectDataEdit.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObjectDataEdit.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObjectEdit.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapObjectEdit.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapParts.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapParts.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapPartsEdit.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapPartsEdit.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapShadow.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapShadow.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapShadowEdit.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminMapShadowEdit.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminSelectEffect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminSelectEffect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminSelectItem.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminSelectItem.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminServerInfo.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminServerInfo.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminSystemSetInitCharStatus.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminSystemSetInitCharStatus.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventADDSKILL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventADDSKILL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventMENU.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventMENU.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventMENUSet.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventMENUSet.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventMSG.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventMSG.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventNONE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventNONE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventPAGE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventPAGE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventSet.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventSet.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventTab.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkEventTab.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkSet.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTalkSet.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTmp.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgAdminTmp.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgDbg.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgDbg.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgMsgLog.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Dialog\DlgMsgLog.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharATACKANIMECli.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharATACKANIMECli.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharBALLCli.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharBALLCli.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharMOVEATACKCli.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharMOVEATACKCli.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharSCORECli.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoChar\InfoCharSCORECli.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoCharCli.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Info\InfoCharCli.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerCharSelect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerCharSelect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerCloud.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerCloud.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerInfo.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerInfo.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerLoginMenu.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerLoginMenu.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerLogo.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerLogo.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerMap.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerMap.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerMisty.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerMisty.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerSnow.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerSnow.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerSystemMsg.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerSystemMsg.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerTitle.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Layer\LayerTitle.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflMusic.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflMusic.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflStd.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflStd.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflUnix.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflWinTool.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\AflMusic\aflWinTool.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\Audiere\Audiere.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\DInputUtil.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\DInputUtil.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\DXAudio.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\DXAudio.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\Img32.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\Img32.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\LibMusicLoader.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\LibMusicLoader.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\MacAddr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\MacAddr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\Png\png.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\Lib\Png\pngconf.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\LibInfo\LibInfoCharCli.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\LibInfo\LibInfoCharCli.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\LibSboSoundLoader.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\LibSboSoundLoader.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrame.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrame.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcACCOUNT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcADMIN.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcCHAR.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcCONNECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcEFFECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcITEM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcMAP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcSKILL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboCli\src\MainFrame\MainFrameRecvProcSYSTEM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
