"Path","From","To","Action"
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_RENEWMAPSHADOW.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_RENEWMAPSHADOW.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_REQ_ADMINLEVEL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_REQ_ADMINLEVEL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_REQ_PLAYSOUND.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_REQ_PLAYSOUND.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_RES_ADMINLEVEL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_RES_ADMINLEVEL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_SERVER_SAVEINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_SERVER_SAVEINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_SKILL_RENEWSKILL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_SKILL_RENEWSKILL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_SYSTEM_RENEWINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ADMIN\PacketADMIN_SYSTEM_RENEWINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\BATTLE\PacketBATTLE_REQ_ATACK.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\BATTLE\PacketBATTLE_REQ_ATACK.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_CHARID.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_CHARID.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_CHARINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_CHARINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_CHAT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_CHAT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_GRP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_GRP.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_ITEMINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_ITEMINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MODIFY_PARAM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MODIFY_PARAM.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MOTION.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MOTION.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MOTIONTYPE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MOTIONTYPE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MOVEPOS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_MOVEPOS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_PARA1.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_PARA1.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_CHARINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_CHARINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_CHARINFO2.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_CHARINFO2.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_CHAT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_CHAT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_DRAGITEM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_DRAGITEM.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_EQUIP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_EQUIP.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_MODIFY_PARAM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_MODIFY_PARAM.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_PUSH.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_PUSH.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_PUTGET.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_PUTGET.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_TAIL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_TAIL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_USEITEM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_REQ_USEITEM.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_CHARINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_CHARINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_PUTGET.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_PUTGET.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_TAIL.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_TAIL.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_TALKEVENT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_RES_TALKEVENT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_SET_EFCBALLOON.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_SET_EFCBALLOON.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_SET_EFFECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_SET_EFFECT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_SKILLINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_SKILLINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_STATE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_STATE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_STATUS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_STATUS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_TEXTEFFECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CHAR\PacketCHAR_TEXTEFFECT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\Command.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_KEEPALIVE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_KEEPALIVE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_REQ_LOGIN.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_REQ_LOGIN.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_REQ_PLAY.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_REQ_PLAY.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_RES_LOGIN.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_RES_LOGIN.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_RES_PLAY.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\CONNECT\PacketCONNECT_RES_PLAY.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_BALLOONINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_BALLOONINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_DELETEBALLOONINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_DELETEBALLOONINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_DELETEEFFECTINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_DELETEEFFECTINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_EFFECTINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_EFFECTINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_REQ_BALLOONINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_REQ_BALLOONINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_REQ_EFFECTINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_REQ_EFFECTINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_RES_EFFECTINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\EFFECT\PacketEFFECT_RES_EFFECTINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_DELETEITEMINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_DELETEITEMINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_DELETEITEMTYPEINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_DELETEITEMTYPEINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_ITEMINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_ITEMINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_ITEMTYPEINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_ITEMTYPEINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_ITEMWEAPONINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_ITEMWEAPONINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RENEWITEMINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RENEWITEMINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RENEWITEMTYPEINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RENEWITEMTYPEINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_REQ_ITEMINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_REQ_ITEMINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_REQ_ITEMTYPEINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_REQ_ITEMTYPEINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_REQ_ITEMWEAPONINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_REQ_ITEMWEAPONINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RES_ITEMINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RES_ITEMINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RES_ITEMTYPEINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RES_ITEMTYPEINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RES_ITEMWEAPONINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\ITEM\PacketITEM_RES_ITEMWEAPONINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_DELETEMAPSHADOW.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_DELETEMAPSHADOW.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_DELETEPARTS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_DELETEPARTS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_FORMATMSG.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_FORMATMSG.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPEVENT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPEVENT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPNAME.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPNAME.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPOBJECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPOBJECT.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPOBJECTDATA.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPOBJECTDATA.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPPARTS.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPPARTS.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPSHADOW.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_MAPSHADOW.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_ONLINE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_ONLINE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_PARA1.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_PARA1.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_RENEWMAPSIZE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_RENEWMAPSIZE.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_REQ_MAPINFO.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Common\Packet\MAP\PacketMAP_REQ_MAPINFO.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
